30 33                            
12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
12 1 12 1 12 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 12 1 12 1 12 1
1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1
1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1
12 1 12 1 12 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 12 1 12 1 12 1
1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1
1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1
12 1 12 1 12 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 12 1 12 1 12 1
1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1
1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1
12 1 12 1 12 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 12 1 12 1 12 1
1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1
1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1
12 1 12 1 12 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 12 1 12 1 12 1
1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1
1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1
12 1 12 1 12 1 12 1 12 1 3 3 3 3 3 3 3 3 3 3 12 1 12 1 12 1 12 1 12 1
1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1
12 1 12 1 12 1 12 1 12 1 3 3 3 3 3 3 3 3 3 3 12 1 12 1 12 1 12 1 12 1
1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1
12 1 12 1 12 1 12 1 12 1 3 3 3 3 3 3 3 3 3 3 12 1 12 1 12 1 12 1 12 1
1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1
12 1 12 1 12 1 12 1 12 1 3 3 3 3 3 3 3 3 3 3 12 1 12 1 12 1 12 1 12 1
1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1
12 1 12 1 12 1 12 1 12 1 3 3 3 3 3 3 3 3 3 3 12 1 12 1 12 1 12 1 12 1
1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1
